CREC-2017-11-01-pt1-PgH8326-154|The Acting CHAIR||CREC-2017-11-01-pt1-PgH8326|"  The Acting CHAIR. Pursuant to clause 6 of rule XVIII, further 
proceedings on the amendment offered by the gentleman from New Mexico 
will be postponed."|154
CREC-2017-11-01-pt1-PgH8326-155|Mr. WESTERMAN|W000821|CREC-2017-11-01-pt1-PgH8326|  Mr. WESTERMAN. Mr. Chairman, I move that the Committee do now rise.|155
CREC-2017-11-01-pt1-PgE1478-4-0|Mr. GARAMENDI|G000559|CREC-2017-11-01-pt1-PgE1478-4|"  Mr. GARAMENDI. Mr. Speaker, I rise today to recognize Brynda Stranix 
of Yuba City, California, a pillar of the community who exemplifies the 
qualities of a true public servant. She is a proven leader who embodies 
a passion to help others. Brynda currently serves as President and 
Chief Operating Officer of the Yuba-Sutter Economic Development 
Corporation.
   Brynda's passion to help the community thrive is reflected in her 
present and previous work experience in the field of economics. She 
joined the Yuba-Sutter Economic Development Corporation (YSEDC) in 2001 
with 22 years of experience in administrative management, accounting 
and public relations. Since joining YSEDC, Brynda has worked tirelessly 
with local businesses as well as public and private community leaders 
to identify ways to improve and expand business in the area.
   Brynda takes great pride in her community; she currently serves in 
eleven officer roles on boards and commissions for economic 
development, and is a member of twenty-nine various advisory committees 
who deal with critical issues from healthcare to homelessness and 
women's issues. When Brynda is not busy attending a meeting, you will 
always find her attending a community event.
   Brynda was presented with the 2016 Athena Leadership Award for 
achieving the highest level of professional excellence for her 
contributions in improving the quality of life for others, especially 
women, in realizing their full potential. Brynda was born and raised in 
Yuba City and takes pride in raising three delightful grandsons.


"|0
CREC-2017-11-01-pt1-PgE1478-0|Mr. SHIMKUS|S000364|CREC-2017-11-01-pt1-PgE1478|"  Mr. SHIMKUS. Mr. Speaker, I rise today to recognize Dee Braden for 
her service to the senior citizens of Coles County, Illinois.
  On December 31, 2017, Dee will be retiring from the Coles County 
Council on Aging (CCCA) after 41 years of service. Dee began her career 
at the CCCA as a Volunteer Recruiter and was soon promoted to the 
organization's Executive Director. Under Dee's leadership the (CCA was 
awarded three Illinois Governor Awards for Unique Distinction, one of 
which came after ten years of research, development, and fundraising 
that led to the construction of the 25,000 square foot LifeSpan Center 
in Charleston, Illinois.
  I have worked with Dee and the LifeSpan Center staff on several 
occasions to provide information to my constituents. Dee has always 
been most helpful and professional. It is clear she loves those she 
serves at LifeSpan and loves her community.
  While serving as the CCCA's Executive Director, Dee simultaneously 
served her community and its seniors in many other capacities by 
serving on multiple advisory boards and committees. Dee has been a true 
champion in her efforts to enhance the quality of life for older adults 
in her community.
  Mr. Speaker, I wish Dee nothing but the best in her retirement and 
thank her for her many years of dedicated service.
"|0
CREC-2017-11-01-pt1-PgE1481-2-0|Mr. CONNOLLY|C001078|CREC-2017-11-01-pt1-PgE1481-2|"  Mr. CONNOLLY. Mr. Speaker, I rise today to recognize an individual 
who has had a tremendous impact on Northern Virginia. Eileen Curtis, 
President and CEO of the Dulles Regional Chamber of Commerce, is 
retiring after leading the Chamber since 1994.
   During her tenure, the Dulles Chamber has established itself as one 
of the leading business advocacy groups in the region, adding to the 
quality of life for our residents in the Dulles Corridor and beyond. I 
have been proud to work with the Chamber on a host of issues, perhaps 
most significant being Rail to Dulles. The Chamber was instrumental in 
the foundation of the Dulles Corridor Rail Association, which helped 
lobby for federal funding which was eventually secured to help 
construct the Silver Line. The 23-mile long Silver Line has spurred 
major economic development along the Dulles Corridor and has been 
singled out by Fairfax County executives as one of the main reasons 
behind Fairfax County's continued economic success.
   In addition to Rail to Dulles, Eileen has worked with the Chamber to 
enhance the region in other ways including advocating for STEM 
education in our schools, forging partnerships with the business and 
education communities, creating greater opportunities for our immigrant 
community, and establishing new local festivals and events to bring the 
community together. These efforts are among the many reasons why 
Northern Virginia is routinely recognized as one of the best places in 
the United States in which to live, work, raise a family, and start a 
business.
   Eileen's efforts have been drawn recognition from across the region. 
The Chamber's efforts in education have been honored by Fairfax County 
Public Schools on multiple occasions and the Washington Business 
Journal routinely lists the Dulles Chamber as being one of the largest 
in membership. Eileen herself has been recognized as Woman of the Year 
by the Herndon Business & Professional Women and as Executive of the 
Year by the Virginia Association of Chambers of Commerce Executives. 
These accolades speak to the strength of Eileen as a leader and the 
dedication that she has shown to our community. There can be no doubt 
of the positive impact that she has had on our community and our region 
is better for her efforts.
   Mr. Speaker, I ask my colleagues to join me in congratulating Eileen 
Curtis on her retirement and in thanking her for her outstanding 
service to Fairfax County and Northern Virginia. While she may be 
retiring, I am confident that she will remain engaged on the issues 
that are close to her heart. I wish her great success in all her future 
endeavors.
"|0
CREC-2017-11-01-pt1-PgH8324-0|Mr. COOK|C001094|CREC-2017-11-01-pt1-PgH8324|"  Mr. COOK. Mr. Speaker, I move to suspend the rules and pass the bill 
(H.R. 2600) to provide for the conveyance to the State of Iowa of the 
reversionary interest held by the United States in certain land in 
Pottawattamie County, Iowa, and for other purposes, as amended."|0
CREC-2017-11-01-pt1-PgH8324-1|The SPEAKER pro tempore||CREC-2017-11-01-pt1-PgH8324|"  The SPEAKER pro tempore. Pursuant to the rule, the gentleman from 
California (Mr. Cook) and the gentlewoman from California (Mrs. Torres) 
each will control 20 minutes.
  The Chair recognizes the gentleman from California.


                             General Leave
"|1
CREC-2017-11-01-pt1-PgH8324-2|Mr. COOK|C001094|CREC-2017-11-01-pt1-PgH8324|"  Mr. COOK. Mr. Speaker, I ask unanimous consent that all Members may 
have 5 legislative days to revise and extend their remarks and include 
extraneous material on the bill under consideration."|2
CREC-2017-11-01-pt1-PgH8324-3|The SPEAKER pro tempore||CREC-2017-11-01-pt1-PgH8324|"  The SPEAKER pro tempore. Is there objection to the request of the 
gentleman from California?"|3
CREC-2017-11-01-pt1-PgH8324-4|Mr. COOK|C001094|CREC-2017-11-01-pt1-PgH8324|"  Mr. COOK. Mr. Speaker, I yield myself such time as I may consume.
  I rise today in support of H.R. 2600, sponsored by my colleague, 
Representative David Young of Iowa.
  H.R. 2600 directs the Department of the Interior to convey to the 
State of Iowa the reversionary interest held by the United States in 
certain land in Pottawattamie County.
  By the way, there is going to be a test afterwards on this 
pronunciation.
  In 1989, Congress authorized the Secretary of the Interior to provide 
for the development of a trails interpretive center in Council Bluffs, 
Iowa. Six years later, in 1995, the National Western Trails Center 
donated property to the Federal Government, and the National Park 
Service later constructed a trails center on the property to interpret 
the history of the Lewis and Clark


National Historic Trail, the Mormon Pioneer National Historic Trail, 
and the Oregon National Historic Trail.
  In 1998, the Federal Government donated the trails center and 
surrounding property to the State Historical Society of Iowa. Federal 
ownership was transferred to the State subject to a condition that if 
the trails center is not being used for the purposes specified in the 
1989 Act, the land and the center would revert to the United States.
  Since 1998, the State has owned and operated the trails center. 
Presently, visitation at the center is very low, the hours of operation 
are limited, and maintenance is falling behind. The State of Iowa would 
like to remove the trails center from its responsibility and possibly 
transfer the property to the city of Council Bluffs.
  The National Park Service currently does not own or directly manage 
any of the land associated with the 1989 Act. Moreover, it is the 
Committee's understanding that the National Park Service does not have 
any interest in taking over operation of the trails center or ownership 
of the property.
  I commend Representative Young for his outstanding work on behalf of 
his constituents. I would also like to thank the minority for their 
help and cooperation moving this legislation forward.
  Mr. Speaker, I urge adoption of the measure, and I reserve the 
balance of my time."|4
CREC-2017-11-01-pt1-PgH8324-5|Mrs. TORRES|T000474|CREC-2017-11-01-pt1-PgH8324|"  Mrs. TORRES. Mr. Speaker, I yield myself such time as I may consume.
  H.R. 2600 authorizes the conveyance to the State of Iowa the 
reversionary interest on the Western Historic Trails Center in Council 
Bluffs, Iowa.
  In 1989, Congress authorized the Department of the Interior to 
partner with the State of Iowa to create a trails interpretative center 
to support three National Historic Trails that cross through the 
region.
  In 1988, the Secretary of the Interior transferred approximately 400 
acres to the State of Iowa for use as a visitor center. Ownership was 
then transferred to the State with a reversionary clause that limits 
the use of the property to a visitor center.
  The National Park Service does not operate or maintain the current 
visitor center. However, under current law, if the State stops using 
the site for its intended purpose, ownership will revert back to the 
Federal Government.
  Since its establishment, the trails interpretative center has not 
lived up to its expectations. Visitation is low and the facility is in 
need of significant maintenance.
  The National Park Service and the State of Iowa have determined that 
termination of the reversionary interest makes both fiscal and 
operational sense. This will allow the State to sell the property to 
the city of Council Bluffs, allowing the city to maintain the facility.
  As long as the State continues to provide National Historic Trail 
interpretive services following the terms of the original agreement, 
Congress should be allowed to release the reversionary interest to this 
particular property.
  Mr. Speaker, I reserve the balance of my time.

"|5
CREC-2017-11-01-pt1-PgH8324-6|Mr. COOK|C001094|CREC-2017-11-01-pt1-PgH8324|"  Mr. COOK. Mr. Speaker, I yield 2 minutes to the gentleman from Iowa 
(Mr. Young)."|6
CREC-2017-11-01-pt1-PgH8324-7|Mr. YOUNG of Iowa|Y000066|CREC-2017-11-01-pt1-PgH8324|"  Mr. YOUNG of Iowa. Mr. Speaker, I want to thank both of my colleagues 
from California. I want to thank the chairman and ranking member of the 
committee for their leadership and working together with me, the 
National Park Service, the State of Iowa, Pottawattamie County, and the 
city of Council Bluffs on this bill.
  The National Park Service holds reversionary rights to a small parcel 
of land in Council Bluffs in Pottawattamie County which highlights 
Lewis and Clark's travels with an interpretation center, as well as 
highlighting the California National Historic Trail and the Mormon 
Pioneer National Historic Trail. However, the National Park Service has 
limited resources and a limited desire to effectively operate this 
property with the hundreds of properties it already maintains across 
the country.
  So by listening to the Park Service, the State of Iowa, Pottawattamie 
County, the city of Council Bluffs, and local leaders and residents, a 
consensus and commonsense solution evolved to allow the city of Council 
Bluffs to accept responsibility for the property in determining its 
best use while still recognizing and highlighting the spirit and 
history of these historic trails.
  I thank my colleagues from California, the ranking member, and the 
chairman of the committee."|7
CREC-2017-11-01-pt1-PgH8324-8|Mrs. TORRES|T000474|CREC-2017-11-01-pt1-PgH8324|  Mrs. TORRES. Mr. Speaker, I yield back the balance of my time.|8
CREC-2017-11-01-pt1-PgH8324-9|Mr. COOK|C001094|CREC-2017-11-01-pt1-PgH8324|  Mr. COOK. Mr. Speaker, I yield back the balance of my time.|9
CREC-2017-11-01-pt1-PgH8324-10|The SPEAKER pro tempore||CREC-2017-11-01-pt1-PgH8324|"  The SPEAKER pro tempore. The question is on the motion offered by the 
gentleman from California (Mr. Cook) that the House suspend the rules 
and pass the bill, H.R. 2600, as amended."|10
CREC-2017-11-01-pt1-PgH8306-0|The SPEAKER pro tempore||CREC-2017-11-01-pt1-PgH8306|"  The SPEAKER pro tempore. Pursuant to clause 12(a) of rule I, the 
Chair declares the House in recess until noon today.
  Accordingly (at 11 o'clock and 16 minutes a.m.), the House stood in 
recess.
"|0
CREC-2017-11-01-pt1-PgH8323-0|Mr. COOK|C001094|CREC-2017-11-01-pt1-PgH8323|"  Mr. COOK. Mr. Speaker, I move to suspend the rules and pass the bill 
(H.R. 3279) to amend the Mineral Leasing Act to provide that extraction 
of helium from gas produced under a Federal mineral lease shall 
maintain the lease as if the helium were oil and gas."|0
CREC-2017-11-01-pt1-PgH8323-1|The SPEAKER pro tempore||CREC-2017-11-01-pt1-PgH8323|"  The SPEAKER pro tempore. Pursuant to the rule, the gentleman from 
California (Mr. Cook) and the gentlewoman from California (Mrs. Torres) 
each will control 20 minutes.
  The Chair recognizes the gentleman from California.


                             General Leave
"|1
CREC-2017-11-01-pt1-PgH8323-2|Mr. COOK|C001094|CREC-2017-11-01-pt1-PgH8323|"  Mr. COOK. Mr. Speaker, I ask unanimous consent that all Members may 
have 5 legislative days within which to revise and extend their remarks 
and include extraneous material on the bill under consideration."|2
CREC-2017-11-01-pt1-PgH8323-3|The SPEAKER pro tempore||CREC-2017-11-01-pt1-PgH8323|"  The SPEAKER pro tempore. Is there objection to the request of the 
gentleman from California?"|3
CREC-2017-11-01-pt1-PgH8323-4|Mr. COOK|C001094|CREC-2017-11-01-pt1-PgH8323|"  Mr. COOK. Mr. Speaker, I yield myself such time as I may consume.
  Mr. Speaker, I rise today in strong support of H.R. 3279, the Helium 
Extraction Act of 2017. This straightforward piece of legislation will 
incentivize helium production on Federal lands, help ensure the future 
of America's helium supply, and provide a fair return to the taxpayer.
  Under existing law, the Mineral Leasing Act only permits helium 
extraction as a by-product of an existing oil or natural gas lease. As 
a result, if oil and gas production on a Federal site is not 
economically viable, the lease will expire, regardless of the revenue 
brought in by helium sales. The Helium Extraction Act of 2017 would 
correct this error and authorize helium production activities where 
economically viable.
  Helium is used for much more than balloons. It is a rare and unique 
element which has become an indispensable part of our medical, space, 
and defense industries, such as its use in MRI machines, 
semiconductors, and air-to-air missile guidance systems.
  Unfortunately, the future of our domestic helium supply is uncertain. 
The Helium Stewardship Act of 2013, which details a commonsense 
privatization process of the Federal helium reserve, also specifies 
that all helium in the Federal reserve must be auctioned off by 
September 30, 2021, and the facility closed.
  This crucial source of helium has been relied upon for almost half a 
century, but in a few short years, it will no longer be available. Our 
country needs another way to access this critical natural resource; 
otherwise, we will be relying on hostile interests such as Qatar, 
Algeria, and Russia. Each of these countries presents security and 
geopolitical challenges made even more apparent by recent unrest among 
Qatar and its regional neighbors.
  Unless something changes, foreign facilities are predicted to become 
our chief source of helium by the end of the decade. This is why H.R. 
3279 is such a necessary piece of legislation.
  By authorizing the Bureau of Land Management to lease land for this 
valuable nonrenewable resource, this legislation will raise $9 million 
for the American taxpayer and help secure our supply of helium for 
years to come.
  Mr. Speaker, I urge adoption of this measure, and I reserve the 
balance of my time."|4
CREC-2017-11-01-pt1-PgH8323-5|Mrs. TORRES|T000474|CREC-2017-11-01-pt1-PgH8323|"  Mrs. TORRES. Mr. Speaker, I yield myself such time as I may consume.
  H.R. 3279 would correct a problem in our Federal oil and gas leasing 
laws that makes it more difficult for companies to commercially produce 
helium from Federal lands. Helium is a critical element for high-tech 
research and modern medicine, and because of its unique properties, 
there are simply no substitutes.
  On the Natural Resources Committee, we have spent many years 
overseeing the Federal Helium Program, culminating in the bipartisan 
Helium Stewardship Act signed into law 4 years ago.
  While the Helium Stewardship Act improved the management and sale of 
Federal helium, it didn't do much to promote the development of new 
sources of helium, which are in high demand. By allowing companies to 
hold onto Federal oil and gas leases if they are producing commercial 
quantities of helium and only helium, then the problem that kept 
potentially valuable helium resources under lock and key is resolved. 
This is only one small step, but it is a very useful one.
  Mr. Speaker, I thank the sponsor of this legislation for introducing 
it.
  I urge my colleagues to support H.R. 3279, and I yield back the 
balance of my time."|5
CREC-2017-11-01-pt1-PgH8323-6|Mr. COOK|C001094|CREC-2017-11-01-pt1-PgH8323|  Mr. COOK. Mr. Speaker, I yield back the balance of my time.|6
CREC-2017-11-01-pt1-PgH8323-7|The SPEAKER pro tempore||CREC-2017-11-01-pt1-PgH8323|"  The SPEAKER pro tempore. The question is on the motion offered by the 
gentleman from California (Mr. Cook) that the House suspend the rules 
and pass the bill, H.R. 3279."|7
CREC-2017-11-01-pt1-PgE1479-0|Mr. BILIRAKIS|B001257|CREC-2017-11-01-pt1-PgE1479|"  Mr. BILIRAKIS. Mr. Speaker, I rise today to commemorate the important 
mark that Ioannis Ioannopoulos had on American society, as the original 
founder of one of the oldest known wooden school houses in the country. 
In order to fully understand the cultural motivation to establish this 
historic treasure, one must examine Ioannopoulos's early life. A 
carpenter by trade, Ioannis Ioannopoulos was the son of George and 
Maria-Canelas and hailed from the Petalidi area in Messinia that was 
then known as ``Koroni'' (the village of Skoutari, Mani). He was known 
by the Spanish as Juan Genopoly. Ioannopoulos--at the age of 13--was 
one of a group of indentured laborers brought to the New World by 
Andrew Turnbull to work an indigo plantation at New Smyrna. This group 
of 1,403 Minorcans, Greeks and Italians suffered mistreatment, 
starvation and overextended servitudes at Turnbull's plantation. The 
people were reduced to slavery, and treated with great cruelty by 
Trumbull, whose partner in the enterprise was the English Governor of 
the territory, who kept the colonists in subjection with English 
troops. This slavery lasted nine years, during which time nearly two-
thirds of these colonists perished; but large crops of indigo were 
raised for the company--one year 30,000 lbs. it is stated.
  In 1776, a new Governor having arrived, the petitions of these people 
for relief were listened to, and they were released from the tyranny of 
their master. One year later six hundred refugees, led by Ioannis 
Ioannopoulos, Francisco Pellicer and Antonio Llambias, walked to St 
Augustine and were granted asylum by Governor Tonyn. They became the 
largest group of immigrants to settle in America in one group at one 
time. Collectively called ``Minorcans'', they were an important part of 
the fabric of St. Augustine history. It was on Saint George Street 
where the survivors of the New Smyrna Colony first settled after their 
escape. Since that time, this area of Old St. Augustine has been called 
``the Greek Quarter'' and alternately ``the Minorcan Quarter.''
  Ioannis Giannopoulos built a little house out of red cedar and 
cypress and put it together with wooden pegs and handmade nails, 
sometime around 1800. This building was a home first but, as early as 
1811, members of the Genopoly family taught the children of other 
Minorcan families in the first floor ``schoolroom'' of this building. 
As the story goes, Genopoly, in typical Greek fashion, was worried his 
children would grow up without an education. Genopoly and his daughter 
Maria Manuela Barbara ``Mary'' Genopoly Darling were the first 
teachers. Then Genopoly hired a school teacher, and generations of 
children from St. Augustine went to school in this building. Juan 
Genopoly died in 1820.
  Today, this preserved building is recognized as one of the oldest 
schoolhouses in North America. It has become the symbol of their hard 
work and perseverance. It's now the main attraction of the historical 
precinct in St. George Street, Saint Augustine, Florida. John 
Giannopoulos left a deep imprint in the educational history of St. 
Augustine by establishing a school in his house. Now restored, it 
stands as one of the oldest school buildings in the United States.
"|0
CREC-2017-11-01-pt1-PgE1485-6-0|Mr. YOUNG of Iowa|Y000066|CREC-2017-11-01-pt1-PgE1485-6|"  Mr. YOUNG of Iowa. Mr. Speaker, I rise today to recognize and 
congratulate Michelle DeClerck on being awarded the Women in Business 
Champion of the Year by the Iowa Small Business Administration.
  Every year, during National Small Business Week, the Iowa Small 
Business Administration announces winners of the Iowa Small Business 
Week Awards. Michelle is the founder and president of Conference Event 
Management in West Des Moines. In its 13 years, Michelle has grown the 
company across Iowa and around the globe. One of her passions in life 
is promoting women in business and fostering the growth of women 
business owners. She devotes her time and energy to several 
organizations that advocate for, mentors, and


supports women business owners, encouraging them to enter the world of 
business ownership. She also serves with organizations that focus on 
aiding the hungry and homeless in Central Iowa.
  Mr. Speaker, strong communities are built upon people like Michelle, 
who go above and beyond their own self-interests and devote their time 
and energy to helping others. I am honored to represent leaders like 
her in the United States Congress and I ask that my colleagues in the 
United States House of Representatives join me in congratulating 
Michele for receiving this outstanding recognition and in wishing her 
nothing but continued success.
"|0
CREC-2017-11-01-pt1-PgS6973-2-0|Mr. McCONNELL|M000355|CREC-2017-11-01-pt1-PgS6973-2|"  Mr. McCONNELL. Mr. President, I ask unanimous consent that the Senate 
proceed to the consideration of S. Res. 320, submitted earlier today."|0
CREC-2017-11-01-pt1-PgS6973-2-1|The PRESIDING OFFICER||CREC-2017-11-01-pt1-PgS6973-2|  The PRESIDING OFFICER. The clerk will report the resolution by title.|1
CREC-2017-11-01-pt1-PgS6973-2-2|Mr. McCONNELL|M000355|CREC-2017-11-01-pt1-PgS6973-2|"  Mr. McCONNELL. Mr. President, I ask unanimous consent that the 
resolution be agreed to, the preamble be agreed to, and the motions to 
reconsider be considered made and laid upon the table with no 
intervening action or debate."|2
CREC-2017-11-01-pt1-PgS6973-2-3|The PRESIDING OFFICER||CREC-2017-11-01-pt1-PgS6973-2|  The PRESIDING OFFICER. Without objection, it is so ordered.|3
CREC-2017-11-01-pt1-PgH8362-5-0|Mr. THOMPSON of Pennsylvania|T000467|CREC-2017-11-01-pt1-PgH8362-5|"  Mr. THOMPSON of Pennsylvania. Mr. Speaker, I ask unanimous consent 
that the Clerk be authorized to make technical corrections in the 
engrossment of H.R. 2936, to include corrections in spelling, 
punctuation, section numbering and cross-referencing, and the insertion 
of appropriate headings."|0
CREC-2017-11-01-pt1-PgH8362-5-1|The SPEAKER pro tempore||CREC-2017-11-01-pt1-PgH8362-5|"  The SPEAKER pro tempore. Is there objection to the request of the 
gentleman from Pennsylvania?"|1
CREC-2017-11-01-pt1-PgH8306-6-0|The SPEAKER||CREC-2017-11-01-pt1-PgH8306-6|"  The SPEAKER. Without objection, the gentlewoman from Texas (Ms. Eddie 
Bernice Johnson) is recognized for 1 minute."|0
CREC-2017-11-01-pt1-PgH8306-6-1|Ms. EDDIE BERNICE JOHNSON of Texas|J000126|CREC-2017-11-01-pt1-PgH8306-6|"  Ms. EDDIE BERNICE JOHNSON of Texas. Mr. Speaker, it is my honor to 
host Reverend Waters as our guest chaplain today.
  Reverend Waters is a true community servant and a man of God. He is 
the founding pastor of Joy Tabernacle African Methodist Episcopal 
Church--AME--of Dallas, Texas.
  Reverend Waters is a pastor, a professor, an award-winning author, a 
community leader, and a social commentator. Reverend Waters' words of 
hope and empowerment inspire national and international audiences.
  As a notable friend of the community, Reverend Waters served as a 
keynote speaker at my Annual Dallas Prayer Breakfast this year. His 
engaging personality and purposeful speech captivated the attention of 
all those who attended.
  As a strong leader, Reverend Waters is able to understand the unique 
needs of our community. He knows no stranger when he walks into the 
room, and his charismatic nature allows him to connect with everyone he 
meets.
  It is my pleasure that he has come today to be our guest chaplain. 
May God continue to bless him.
"|1
CREC-2017-11-01-pt1-PgS6945-0|The PRESIDING OFFICER||CREC-2017-11-01-pt1-PgS6945|"  The PRESIDING OFFICER. The clerk will report the nomination.
  The senior assistant legislative clerk read the nomination of Allison 
H. Eid, of Colorado, to be United States Circuit Judge for the Tenth 
Circuit."|0
CREC-2017-11-01-pt1-PgS6945-1|The PRESIDING OFFICER||CREC-2017-11-01-pt1-PgS6945|  The PRESIDING OFFICER. The Senator from Colorado.|1
CREC-2017-11-01-pt1-PgS6945-2|Mr. GARDNER|G000562|CREC-2017-11-01-pt1-PgS6945|"  Mr. GARDNER. Mr. President, I rise today to add my voice and my 
strong support for the confirmation of Colorado Supreme Court Justice 
Allison Eid as the next U.S. court of appeals judge for the Tenth 
Circuit Court, which, of course, is housed in Denver, CO.
  There is no doubt that Justice Eid is superbly qualified for this 
position. For the past decade, she has served Colorado as a justice on 
the supreme court. In 2008, Justice Eid was overwhelmingly retained by 
the people of Colorado. We have a system where every decade the voters 
of Colorado vote to retain or dismiss a judge, and every time that has 
come before the people of Colorado, she has been overwhelmingly 
retained by the people of Colorado.
  Prior to her appointment, Justice Eid represented the State of 
Colorado before the State federal courts as our State solicitor 
general. She served as a tenured member of the faculty at the 
University of Colorado Law School, where she taught courses in 
constitutional law, legislation, torts, and she has published scholarly 
articles on topics such as constitutional federalism and tort law, in 
addition to being a clerk on the Supreme Court. She also practiced 
commercial and appellate litigation at the Denver office of the 
national law firm Arnold and Porter.
  She began her legal career as a clerk to Judge Jerry E. Smith on the 
U.S. Court of Appeals for the Fifth Circuit. Her law experience took 
her to the U.S. Supreme Court under Clarence Thomas. Prior to attending 
law school, Justice Eid was a special assistant and speechwriter for 
the U.S. Secretary of Education, Bill Bennett. She received her law 
degree from the University of Chicago Law School, where she was the 
articles editor of the Law Review. She graduated with high honors and 
as a member of the Order of the Coif. She received her degree in 
American studies from Stanford University, graduating with distinction 
as a member of Phi Beta Kappa.
  What her resume clearly shows is that whatever Justice Eid does, she 
does it at the highest level, with the best results. She has 
specialized knowledge of federalism, water law, and Indian law, among 
other important areas of the law. Indeed, the National Native American 
Bar Association has even noted that she has ``significantly more 
experience with Indian law cases than any other recent Circuit Court 
nominee.''
  We have had some pretty doggone good circuit court nominees in the 
past, including Justice Neil Gorsuch, whose seat she will be filling on 
the Tenth Circuit Court. These are concepts that are critical to my 
home State of Colorado, and her expertise will prove to be invaluable 
to the Tenth Circuit Court, as well as to the Nation and the people of 
this country.
  But as impressive as her credentials are, it is her demeanor and her 
approach to the law that make her ideally suited for the court. Justice 
Eid has been called a ``mainstream, commonsense Westerner.'' She is 
also, as her former law clerks have noted, ``fiercely independent,'' 
and she will decide cases ``as she believes the law requires.'' At the 
same time, she seeks out different viewpoints and wants to understand 
all sides of the issue she addresses.
  That is the law professor I know from my days at the University of 
Colorado School of Law. I can say from that experience that while 
Justice Eid has her perspectives on the law, she cares very deeply 
about robust debate and hearing the views of others. And I know from my 
classmates who had Justice Eid as their professor--those classmates 
didn't always agree with her perspectives, but Justice Eid was open to 
their debate and hearing their views. She engaged them, and she was 
never biased against differing perspectives but always applying the law 
as the law required, not as opinions suited.
  I also know that ``fiercely independent'' jurist whom her former 
clerks spoke so highly of. Justice Eid will follow the law regardless 
of the popular wind, regardless of personal opinion. Whether 
considering the plain meaning of a statute, discerning the proper role 
of the courts, the legislative branch, or the executive and its 
agencies, or evaluating the relationships between the Federal 
Government and the States, Justice Eid will side with what the law 
says, and she will do it in that commonsense, western way that clearly 
and articulately tells the American people what the law is.
  I am privileged to know Justice Eid. I have known her for a number of 
years now from my days as a student at the University of Colorado 
School of Law and through her work in the State of Colorado at the time 
that I served in the State legislature. She is an incredible human 
being with a delightful demeanor that will suit the court well.
  Mr. President, I ask unanimous consent to have printed in the Record 
several letters in support of Justice Eid's nomination: a letter to 
Chairman Grassley and Ranking Member Feinstein from former law clerks 
of Justice Eid's, as well as a letter from various supporters in 
Colorado and one letter from the Southern Ute Indian Tribe."|2
CREC-2017-11-01-pt1-PgS6945-3|Mr. GARDNER|G000562|CREC-2017-11-01-pt1-PgS6945|"  Mr. GARDNER. Mr. President, I wish to spend some time talking about a 
letter dated July 27, 2017. This letter was sent to me and my 
colleague, Senator Bennet from Colorado. This letter was titled 
``Support for the Confirmation of Justice Allison Eid to the Tenth 
Circuit Court of Appeals,'' which I have


submitted for the Record, but I want to highlight some of the people 
who have signed this letter because when it comes to the courts and 
nominations, I think it is very important that we listen to the voices 
of those people who are closest to the court over which the nominee may 
be presiding. It is also important that those who are closest to a 
practicing lawyer provide their opinions of a lawyer who has been 
nominated for the bench who is not already on the bench.
  In the case of Justice Eid's supporters, there is an incredible list 
of people from across the political spectrum--both sides of the aisle--
supporting Justice Eid. Let me talk about a few of Justice Eid's 
supporters, because we will hear a lot of debate about groups who 
support or oppose Justice Eid, but the people who know her the best, 
the people who have practiced before her court, the people who have 
worked with her over the many years of public service that she has 
provided don't just fall on the Republican side of the aisle or the 
Democratic side of the aisle, the support she has gathered is from 
across the political spectrum.
  There is Michael Bender, former Colorado Supreme Court justice; 
Justice Rebecca Love Kourlis, one of the most respected jurists in 
Colorado, who served on the State supreme court and is one of the most 
highly regarded justices not only in Colorado but across the country, 
quite frankly; Justice Mary Mullarkey. Justice Mullarkey is no longer 
on the Colorado Supreme Court, but she served as the chief justice of 
the Colorado Supreme Court. She was appointed by a Democratic Governor. 
She is someone who believes Justice Eid would be an incredible addition 
to the court. There is Neal Katyal, a former Department of Justice 
civil servant for the Obama administration--a U.S. Solicitor General, 
in fact. If we look at the other supporters she has, we see that 
Melissa Hart, who has run for office as a Democratic candidate, 
supports the nomination and confirmation of Justice Allison Eid.
  As you can see, the Tenth Circuit has an incredible nominee before it 
whom I hope this body will soon confirm. I urge my colleagues to move 
quickly during this cloture time so that we can actually approve 
somebody who I know will do an outstanding job. I urge their support. I 
hope we will do our duty under our Constitution to select those people 
who will be guarding the Constitution and do it in a way that we can 
all be proud of. That is why I support Allison Eid.
  I yield the floor."|3
CREC-2017-11-01-pt1-PgS6945-4|The PRESIDING OFFICER||CREC-2017-11-01-pt1-PgS6945|"  The PRESIDING OFFICER. The Senator from Rhode Island.


                             Climate Change
"|4
